zip_code_prefix,city,state,lat,lng
2352,"sao paulo",SP,-23.4544,-46.5962
2353,"sao paulo",SP,-23.4526,-46.6053
2354,"sao paulo",SP,-23.4550,-46.6043
2355,"sao paulo",SP,-23.4547,-46.6114
2356,"sao paulo",SP,-23.4510,-46.6122
2357,"sao paulo",SP,-23.4474,-46.6140
2358,"sao paulo",SP,-23.4544,-46.6088
2359,"sao paulo",SP,-23.4459,-46.6192
2360,"sao paulo",SP,-23.4368,-46.5777
2361,"sao paulo",SP,-23.4367,-46.5815
2362,"sao paulo",SP,-23.4792,-46.5796
2363,"são paulo",SP,-23.4323,-46.5761
2364,"são paulo",SP,-23.4339,-46.5811
2365,"sao paulo",SP,-23.4457,-46.5819
2366,"sao paulo",SP,-23.4677,-46.6105
2367,"sao paulo",SP,-23.4623,-46.5938
2368,"sao paulo",SP,-23.4038,-46.5781
2370,"sao paulo",SP,-23.4628,-46.6218
2371,"sao paulo",SP,-23.4590,-46.6187
2372,"sao paulo",SP,-23.4601,-46.6246
2373,"sao paulo",SP,-23.4549,-46.6173
2374,"sao paulo",SP,-23.4548,-46.6214
2375,"sao paulo",SP,-23.4537,-46.6250
2376,"sao paulo",SP,-23.4576,-46.6281
2377,"sao paulo",SP,-23.4568,-46.6318
2378,"sao paulo",SP,-23.4574,-46.6297
2401,"sao paulo",SP,-23.4917,-46.6268
2402,"sao paulo",SP,-23.4903,-46.6271
2403,"sao paulo",SP,-23.4940,-46.6284
2404,"sao paulo",SP,-23.4913,-46.6290
2405,"sao paulo",SP,-23.4895,-46.6329
2406,"sao paulo",SP,-23.4880,-46.6301
2407,"sao paulo",SP,-23.4849,-46.6246
2408,"sao paulo",SP,-23.4825,-46.6273
2409,"sao paulo",SP,-23.4782,-46.6249
2410,"sao paulo",SP,-23.4758,-46.6230
2411,"sao paulo",SP,-23.4756,-46.6243
2413,"sao paulo",SP,-23.4829,-46.6370
2415,"são paulo",SP,-23.4719,-46.6314
2416,"sao paulo",SP,-23.4777,-46.6282
2417,"sao paulo",SP,-23.4776,-46.6301
2418,"sao paulo",SP,-23.4706,-46.6291
2419,"sao paulo",SP,-23.4771,-46.6401
2420,"são paulo",SP,-23.4742,-46.6364
2421,"sao paulo",SP,-23.4737,-46.6327
2422,"sao paulo",SP,-23.4717,-46.6368
2423,"sao paulo",SP,-23.4684,-46.6334
2430,"sao paulo",SP,-23.4821,-46.6454
2431,"sao paulo",SP,-23.4870,-46.6362
2432,"sao paulo",SP,-23.4769,-46.6253
2433,"são paulo",SP,-23.4818,-46.6363
2434,"sao paulo",SP,-23.4833,-46.6394
2435,"sao paulo",SP,-23.4803,-46.6418
2436,"sao paulo",SP,-23.4794,-46.6360
2440,"sao paulo",SP,-23.4777,-46.6482
2441,"sao paulo",SP,-23.4731,-46.6415
2442,"sao paulo",SP,-23.4731,-46.6438
2443,"sao paulo",SP,-23.4730,-46.6474
2450,"sao paulo",SP,-23.4983,-46.6378
2451,"sao paulo",SP,-23.4992,-46.6421
2452,"são paulo",SP,-23.5003,-46.6441
2460,"sao paulo",SP,-23.4907,-46.6375
2461,"sao paulo",SP,-23.4920,-46.6390
2462,"sao paulo",SP,-23.4918,-46.6416
2463,"sao paulo",SP,-23.4885,-46.6455
2464,"sao paulo",SP,-23.4893,-46.6504
2465,"sao paulo",SP,-23.4840,-46.6556
2466,"sao paulo",SP,-23.4954,-46.6424
2467,"são paulo",SP,-23.4913,-46.6463
2468,"sao paulo",SP,-23.4883,-46.6490
2469,"sao paulo",SP,-23.4854,-46.6448
2470,"sao paulo",SP,-23.4850,-46.6492
2471,"sao paulo",SP,-23.4817,-46.6521
2472,"sao paulo",SP,-23.4769,-46.6556
2473,"são paulo",SP,-23.4778,-46.6518
2474,"sao paulo",SP,-23.4773,-46.6565
2475,"sao paulo",SP,-23.4800,-46.6449
2478,"sao paulo",SP,-23.4775,-46.6600
2479,"sao paulo",SP,-23.4751,-46.6565
2501,"sao paulo",SP,-23.5149,-46.6612
2508,"sao paulo",SP,-23.5098,-46.6637
2510,"sao paulo",SP,-23.5130,-46.6520
2511,"sao paulo",SP,-23.5098,-46.6510
2512,"são paulo",SP,-23.5137,-46.6593
2513,"sao paulo",SP,-23.5613,-46.6852
2514,"sao paulo",SP,-23.5106,-46.6552
2515,"sao paulo",SP,-23.5102,-46.6579
2516,"sao paulo",SP,-23.5090,-46.6594
2517,"sao paulo",SP,-23.5073,-46.6642
2518,"sao paulo",SP,-23.5099,-46.6653
2519,"sao paulo",SP,-23.5020,-46.6554
2520,"sao paulo",SP,-23.5032,-46.6557
2521,"sao paulo",SP,-23.5040,-46.6651
2522,"sao paulo",SP,-23.5044,-46.6592
2523,"sao paulo",SP,-23.5058,-46.6556
2524,"sao paulo",SP,-23.5027,-46.6504
2525,"sao paulo",SP,-23.5022,-46.6574
2526,"sao paulo",SP,-23.5030,-46.6468
2530,"sao paulo",SP,-23.5008,-46.6605
2531,"sao paulo",SP,-23.5009,-46.6527
2532,"sao paulo",SP,-23.4998,-46.6555
2533,"sao paulo",SP,-23.4976,-46.6550
2534,"sao paulo",SP,-23.4963,-46.6537
2535,"sao paulo",SP,-23.4974,-46.6495
2536,"sao paulo",SP,-23.4959,-46.6479
2537,"sao paulo",SP,-23.4913,-46.6525
2538,"são paulo",SP,-23.4989,-46.6545
2539,"sao paulo",SP,-23.4948,-46.6581
2540,"sao paulo",SP,-23.4893,-46.6562
2541,"sao paulo",SP,-23.4862,-46.6557
2542,"sao paulo",SP,-23.4870,-46.6587
2543,"sao paulo",SP,-23.4838,-46.6612
2544,"sao paulo",SP,-23.4889,-46.6609
2545,"sao paulo",SP,-23.4924,-46.6626
2546,"sao paulo",SP,-23.5036,-46.6668
2550,"sao paulo",SP,-23.5065,-46.6713
2551,"são paulo",SP,-23.5026,-46.6692
2552,"sao paulo",SP,-23.5080,-46.6612
2553,"sao paulo",SP,-23.4990,-46.6664
2554,"sao paulo",SP,-23.4991,-46.6689
2555,"sao paulo",SP,-23.4937,-46.6662
2556,"sao paulo",SP,-23.4979,-46.6694
2557,"sao paulo",SP,-23.4983,-46.6727
2558,"sao paulo",SP,-23.4961,-46.6746
2559,"são paulo",SP,-23.4931,-46.6724
2560,"sao paulo",SP,-23.4947,-46.6711
2561,"sao paulo",SP,-23.4924,-46.6749
2562,"sao paulo",SP,-23.4869,-46.6738
2563,"sao paulo",SP,-23.4900,-46.6690
2564,"sao paulo",SP,-23.4881,-46.6687
2565,"sao paulo",SP,-23.4866,-46.6684
2566,"sao paulo",SP,-23.4828,-46.6689
2567,"sao paulo",SP,-23.4807,-46.6682
2577,"sao paulo",SP,-23.4882,-46.6789
2598,"sao paulo",SP,-23.5129,-46.6710
2610,"sao paulo",SP,-23.4826,-46.6594
2611,"sao paulo",SP,-23.4678,-46.6482
2612,"são paulo",SP,-23.4727,-46.6638
2613,"sao paulo",SP,-23.4787,-46.6626
2614,"são paulo",SP,-23.4723,-46.6566
2615,"sao paulo",SP,-23.4715,-46.6542
2616,"sao paulo",SP,-23.4692,-46.6546
2617,"são paulo",SP,-23.4664,-46.6587
2618,"são paulo",SP,-23.4684,-46.6500
2630,"sao paulo",SP,-23.4638,-46.6414
2631,"sao paulo",SP,-23.4590,-46.6457
2632,"sao paulo",SP,-23.4645,-46.6492
2633,"sao paulo",SP,-23.4617,-46.6517
2634,"sao paulo",SP,-23.4576,-46.6504
2635,"são paulo",SP,-23.4565,-46.6444
2636,"sao paulo",SP,-23.4533,-46.6451
2637,"sao paulo",SP,-23.4547,-46.6490
2643,"sao paulo",SP,-23.4681,-46.6504
2649,"sao paulo",SP,-23.4606,-46.6626
2650,"sao paulo",SP,-23.4616,-46.6568
2651,"sao paulo",SP,-23.4609,-46.6589
2652,"sao paulo",SP,-23.4576,-46.6567
2653,"são paulo",SP,-23.4534,-46.6584
2670,"sao paulo",SP,-23.4658,-46.6643
2671,"sao paulo",SP,-23.4674,-46.6639
2672,"sao paulo",SP,-23.4599,-46.6664
2673,"sao paulo",SP,-23.4624,-46.6712
2674,"sao paulo",SP,-23.4601,-46.6684
2675,"sao paulo",SP,-23.4568,-46.6709
2676,"sao paulo",SP,-23.4562,-46.6710
2677,"são paulo",SP,-23.4543,-46.6655
2678,"sao paulo",SP,-23.4551,-46.6617
2679,"sao paulo",SP,-23.4569,-46.6648
2680,"sao paulo",SP,-23.4514,-46.6675
2701,"sao paulo",SP,-23.5118,-46.6788
2710,"sao paulo",SP,-23.5081,-46.6738
2712,"sao paulo",SP,-23.5058,-46.6784
2713,"sao paulo",SP,-23.5066,-46.6849
2714,"sao paulo",SP,-23.5061,-46.6871
2715,"são paulo",SP,-23.5042,-46.6821
2716,"são paulo",SP,-23.4946,-46.6850
2717,"sao paulo",SP,-23.4920,-46.6847
2720,"sao paulo",SP,-23.4930,-46.6742
2721,"sao paulo",SP,-23.4967,-46.6746
2722,"sao paulo",SP,-23.5008,-46.6783
2723,"sao paulo",SP,-23.4999,-46.6800
2724,"sao paulo",SP,-23.4977,-46.6817
2725,"sao paulo",SP,-23.4994,-46.6824
2726,"são paulo",SP,-23.5003,-46.6871
2727,"sao paulo",SP,-23.4968,-46.6858
2728,"sao paulo",SP,-23.4958,-46.6882
2729,"sao paulo",SP,-23.5032,-46.6903
2730,"sao paulo",SP,-23.4978,-46.6908
2731,"sao paulo",SP,-23.4981,-46.6924
2732,"sao paulo",SP,-23.5000,-46.6955
2733,"sao paulo",SP,-23.4954,-46.6951
2734,"sao paulo",SP,-23.4910,-46.6941
2735,"sao paulo",SP,-23.4927,-46.6936
2736,"sao paulo",SP,-23.4901,-46.6911
2737,"sao paulo",SP,-23.4877,-46.6902
2738,"são paulo",SP,-23.4914,-46.6886
2739,"são paulo",SP,-23.4794,-46.6811
2750,"sao paulo",SP,-23.4933,-46.6806
2751,"sao paulo",SP,-23.4909,-46.6821
2752,"sao paulo",SP,-23.4942,-46.6829
2753,"sao paulo",SP,-23.4907,-46.6845
2754,"sao paulo",SP,-23.4904,-46.6777
2755,"são paulo",SP,-23.4880,-46.6797
2756,"sao paulo",SP,-23.4860,-46.6776
2757,"sao paulo",SP,-23.4866,-46.6853
2758,"sao paulo",SP,-23.4849,-46.6843
2759,"sao paulo",SP,-23.4840,-46.6831
2760,"sao paulo",SP,-23.4806,-46.6807
2762,"sao paulo",SP,-23.4825,-46.6753
2763,"sao paulo",SP,-23.4790,-46.6758
2764,"são paulo",SP,-23.4797,-46.6777
2765,"sao paulo",SP,-23.4767,-46.6737
2801,"sao paulo",SP,-23.4835,-46.7005
2802,"sao paulo",SP,-23.4855,-46.6954
2803,"sao paulo",SP,-23.4867,-46.6937
2804,"sao paulo",SP,-23.4839,-46.6978
2805,"sao paulo",SP,-23.4790,-46.6978
2806,"sao paulo",SP,-23.4735,-46.6990
2807,"sao paulo",SP,-23.4736,-46.7007
2808,"sao paulo",SP,-23.4687,-46.7029
2809,"sao paulo",SP,-23.4719,-46.7036
2810,"sao paulo",SP,-23.4504,-46.7152
2811,"sao paulo",SP,-23.4760,-46.7028
2812,"sao paulo",SP,-23.4812,-46.6977
2813,"sao paulo",SP,-23.4507,-46.7118
2814,"sao paulo",SP,-23.4580,-46.7079
2815,"sao paulo",SP,-23.4450,-46.7146
2816,"sao paulo",SP,-23.4613,-46.7065
2817,"sao paulo",SP,-23.4632,-46.7024
2820,"são paulo",SP,-23.4528,-46.7090
2829,"sao paulo",SP,-23.4951,-46.7026
2831,"sao paulo",SP,-23.4782,-46.6917
2832,"sao paulo",SP,-23.4812,-46.6937
2833,"sao paulo",SP,-23.4781,-46.6926
2834,"sao paulo",SP,-23.4754,-46.6928
2835,"sao paulo",SP,-23.4715,-46.6946
2836,"sao paulo",SP,-23.4724,-46.6967
2837,"sao paulo",SP,-23.4643,-46.6995
2839,"sao paulo",SP,-23.4775,-46.6829
2840,"sao paulo",SP,-23.4822,-46.6896
2841,"sao paulo",SP,-23.4799,-46.6865
2842,"sao paulo",SP,-23.4752,-46.6874
2844,"sao paulo",SP,-23.4716,-46.6876
2845,"sao paulo",SP,-23.4682,-46.6924
2846,"sao paulo",SP,-23.4624,-46.6977
2847,"sao paulo",SP,-23.4646,-46.6917
2848,"sao paulo",SP,-23.4638,-46.6898
2849,"sao paulo",SP,-23.4640,-46.6873
2850,"são paulo",SP,-23.4665,-46.6735
2851,"sao paulo",SP,-23.4596,-46.6914
2853,"são paulo",SP,-23.4574,-46.6951
2854,"sao paulo",SP,-23.4565,-46.6975
2855,"sao paulo",SP,-23.4562,-46.7007
2856,"são paulo",SP,-23.4640,-46.6798
2857,"sao paulo",SP,-23.6139,-46.7380
2858,"sao paulo",SP,-23.4463,-46.7026
2859,"são paulo",SP,-23.4544,-46.7024
2860,"sao paulo",SP,-23.4604,-46.6860
2861,"são paulo",SP,-23.4713,-46.6719
2862,"sao paulo",SP,-23.4750,-46.6802
2863,"sao paulo",SP,-23.4736,-46.6745
2864,"são paulo",SP,-23.4724,-46.6817
2865,"sao paulo",SP,-23.4746,-46.6769
2866,"sao paulo",SP,-23.4677,-46.6809
2867,"sao paulo",SP,-23.4692,-46.6834
2870,"sao paulo",SP,-23.4614,-46.6773
2871,"sao paulo",SP,-23.4628,-46.6754
2872,"sao paulo",SP,-23.4624,-46.6717
2873,"são paulo",SP,-23.4571,-46.6824
2874,"sao paulo",SP,-23.4626,-46.6764
2875,"sao paulo",SP,-23.4616,-46.6819
2876,"sao paulo",SP,-23.4591,-46.6926
2877,"sao paulo",SP,-23.4594,-46.6832
2878,"sao paulo",SP,-23.4520,-46.6871
2879,"sao paulo",SP,-23.4489,-46.6977
2880,"sao paulo",SP,-23.4667,-46.6722
2881,"sao paulo",SP,-23.4666,-46.6750
2882,"são paulo",SP,-23.4706,-46.6681
2883,"sao paulo",SP,-23.4465,-46.7015
2888,"sao paulo",SP,-23.4659,-46.6749
2908,"sao paulo",SP,-23.5020,-46.7002
2909,"sao paulo",SP,-23.5071,-46.6989
2910,"sao paulo",SP,-23.5052,-46.6994
2911,"sao paulo",SP,-23.5040,-46.7021
2912,"sao paulo",SP,-23.5055,-46.7085
2913,"sao paulo",SP,-23.5035,-46.7129
2914,"sao paulo",SP,-23.5032,-46.7095
2915,"sao paulo",SP,-23.4980,-46.7079
2916,"sao paulo",SP,-23.4943,-46.7139
2917,"sao paulo",SP,-23.4980,-46.7131
2918,"sao paulo",SP,-23.4959,-46.7169
2919,"são paulo",SP,-23.4993,-46.7144
2920,"são paulo",SP,-23.4902,-46.7214
2921,"sao paulo",SP,-23.4887,-46.7238
2924,"sao paulo",SP,-23.4995,-46.7074
2925,"sao paulo",SP,-23.5019,-46.6985
2926,"sao paulo",SP,-23.5000,-46.7016
2927,"são paulo",SP,-23.4977,-46.7038
2928,"sao paulo",SP,-23.5089,-46.6811
2929,"sao paulo",SP,-23.4927,-46.7063
2930,"sao paulo",SP,-23.4908,-46.7080
2931,"sao paulo",SP,-23.4973,-46.7096
2932,"sao paulo",SP,-23.4908,-46.7114
2933,"são paulo",SP,-23.4930,-46.7128
2934,"sao paulo",SP,-23.4868,-46.7053
2935,"são paulo",SP,-23.4889,-46.7167
2936,"sao paulo",SP,-23.4860,-46.7179
2937,"sao paulo",SP,-23.4850,-46.7209
2938,"sao paulo",SP,-23.4588,-46.7221
2939,"são paulo",SP,-23.4832,-46.7299
2940,"sao paulo",SP,-23.4802,-46.7238
2941,"sao paulo",SP,-23.4788,-46.7227
2942,"sao paulo",SP,-23.4761,-46.7226
2943,"sao paulo",SP,-23.4767,-46.7250
2944,"sao paulo",SP,-23.4753,-46.7261
2945,"sao paulo",SP,-23.4837,-46.7267
2950,"sao paulo",SP,-23.4785,-46.7191
2951,"sao paulo",SP,-23.4737,-46.7221
2952,"sao paulo",SP,-23.4726,-46.7135
2955,"sao paulo",SP,-23.4682,-46.7203
2956,"sao paulo",SP,-23.4687,-46.7225
2957,"sao paulo",SP,-23.4669,-46.7224
2959,"sao paulo",SP,-23.4925,-46.7001
2960,"sao paulo",SP,-23.4952,-46.7011
2961,"sao paulo",SP,-23.4925,-46.6996
2962,"sao paulo",SP,-23.4894,-46.7023
2963,"sao paulo",SP,-23.5049,-46.6826
2964,"sao paulo",SP,-23.4855,-46.7056
2965,"sao paulo",SP,-23.4837,-46.7047
2966,"sao paulo",SP,-23.4713,-46.7096
2967,"sao paulo",SP,-23.4810,-46.7042
2968,"sao paulo",SP,-23.4793,-46.7077
2969,"sao paulo",SP,-23.4921,-46.7106
2970,"sao paulo",SP,-23.4828,-46.7149
2971,"são paulo",SP,-23.4849,-46.7083
2972,"sao paulo",SP,-23.4812,-46.7105
2975,"são paulo",SP,-23.4781,-46.7114
2976,"sao paulo",SP,-23.4761,-46.7158
2977,"sao paulo",SP,-23.4708,-46.7144
2978,"sao paulo",SP,-23.4736,-46.7068
2979,"sao paulo",SP,-23.4760,-46.6981
2981,"são paulo",SP,-23.4600,-46.7172
2982,"são paulo",SP,-23.4543,-46.7159
2983,"são paulo",SP,-23.4522,-46.7188
2984,"sao paulo",SP,-23.4450,-46.7206
2985,"sao paulo",SP,-23.4420,-46.7194
2986,"sao paulo",SP,-23.4340,-46.7145
2987,"sao paulo",SP,-23.4351,-46.7053
2988,"são paulo",SP,-23.6084,-46.7404
2989,"sao paulo",SP,-23.4338,-46.7210
2990,"sao paulo",SP,-23.4448,-46.7276
2991,"sao paulo",SP,-23.4367,-46.7273
2992,"sao paulo",SP,-23.4488,-46.7288
2993,"sao paulo",SP,-23.4540,-46.7319
2994,"são paulo",SP,-23.4571,-46.7348
2995,"sao paulo",SP,-23.4443,-46.7390
2996,"sao paulo",SP,-23.4418,-46.7396
2997,"sao paulo",SP,-23.5353,-46.6807
2998,"são paulo",SP,-23.4435,-46.7278
3001,"sao paulo",SP,-23.5417,-46.6147
3002,"sao paulo",SP,-23.5450,-46.6203
3003,"sao paulo",SP,-23.5454,-46.6237
3004,"sao paulo",SP,-23.5440,-46.6217
3005,"sao paulo",SP,-23.5427,-46.6248
3006,"sao paulo",SP,-23.5418,-46.6246
3007,"sao paulo",SP,-23.5412,-46.6264
3008,"sao paulo",SP,-23.5426,-46.6205
3009,"sao paulo",SP,-23.5362,-46.6206
3010,"sao paulo",SP,-23.5370,-46.6186
3011,"sao paulo",SP,-23.5383,-46.6151
3012,"sao paulo",SP,-23.5408,-46.6154
3013,"são paulo",SP,-23.5353,-46.6143
3014,"são paulo",SP,-23.5385,-46.6020
3015,"sao paulo",SP,-23.5374,-46.5960
3016,"sao paulo",SP,-23.5371,-46.6151
3017,"sao paulo",SP,-23.5366,-46.6109
3018,"são paulo",SP,-23.5323,-46.6113
3019,"sao paulo",SP,-23.5334,-46.6050
3020,"sao paulo",SP,-23.5333,-46.6021
3021,"sao paulo",SP,-23.5310,-46.6008
3022,"sao paulo",SP,-23.5259,-46.6049
3023,"sao paulo",SP,-23.5323,-46.6108
3024,"sao paulo",SP,-23.5304,-46.6095
3025,"sao paulo",SP,-23.5351,-46.6096
3026,"sao paulo",SP,-23.5314,-46.6111
3027,"sao paulo",SP,-23.5342,-46.6137
3028,"são paulo",SP,-23.5273,-46.6115
3029,"sao paulo",SP,-23.5298,-46.6182
3030,"sao paulo",SP,-23.5268,-46.6184
3031,"sao paulo",SP,-23.5319,-46.6206
3032,"são paulo",SP,-23.5311,-46.6216
3033,"sao paulo",SP,-23.5296,-46.6242
3034,"sao paulo",SP,-23.5230,-46.6174
3035,"são paulo",SP,-23.5256,-46.6147
3036,"são paulo",SP,-23.5196,-46.6186
3040,"sao paulo",SP,-23.5499,-46.6230
3041,"sao paulo",SP,-23.5492,-46.6199
3042,"sao paulo",SP,-23.5487,-46.6184
3043,"são paulo",SP,-23.5473,-46.6171
3044,"sao paulo",SP,-23.5517,-46.6209
3045,"sao paulo",SP,-23.5428,-46.6025
3046,"sao paulo",SP,-23.5443,-46.6156
3047,"são paulo",SP,-23.5421,-46.6057
3050,"sao paulo",SP,-23.5441,-46.6127
3051,"são paulo",SP,-23.5454,-46.6084
3052,"sao paulo",SP,-23.5407,-46.6071
3053,"são paulo",SP,-23.5442,-46.6071
3054,"sao paulo",SP,-23.5423,-46.6038
3055,"são paulo",SP,-23.5406,-46.5994
3057,"sao paulo",SP,-23.5412,-46.5968
3058,"sao paulo",SP,-23.5391,-46.5906
3059,"sao paulo",SP,-23.5402,-46.5917
3060,"são paulo",SP,-23.5384,-46.5870
3061,"sao paulo",SP,-23.5403,-46.5850
3062,"sao paulo",SP,-23.5411,-46.5894
3063,"sao paulo",SP,-23.5324,-46.5643
3064,"sao paulo",SP,-23.5333,-46.5698
3065,"sao paulo",SP,-23.5374,-46.5789
3066,"sao paulo",SP,-23.5374,-46.5767
3067,"são paulo",SP,-23.5378,-46.5734
3068,"sao paulo",SP,-23.5367,-46.5681
3069,"sao paulo",SP,-23.5354,-46.5654
3070,"são paulo",SP,-23.5384,-46.5691
3071,"sao paulo",SP,-23.5340,-46.5615
3072,"sao paulo",SP,-23.5344,-46.5570
3073,"são paulo",SP,-23.5318,-46.5557
3074,"são paulo",SP,-23.5222,-46.5646
3076,"sao paulo",SP,-23.5378,-46.5820
3077,"sao paulo",SP,-23.5317,-46.5807
3080,"sao paulo",SP,-23.5329,-46.5785
3081,"sao paulo",SP,-23.5316,-46.5755
3084,"sao paulo",SP,-23.5335,-46.5709
3085,"são paulo",SP,-23.5331,-46.5685
3086,"sao paulo",SP,-23.5303,-46.5671
3087,"sao paulo",SP,-23.5304,-46.5660
3088,"sao paulo",SP,-23.5269,-46.5619
3089,"sao paulo",SP,-23.5310,-46.5610
3090,"sao paulo",SP,-23.5284,-46.5579
